user_id_clean,alert_count,critical_alert_count,high_alert_count,unresolved_alert_count,unresolved_critical_count,malware_or_ransomware_count,powershell_count,lateral_movement_count,credential_access_count,tampering_count,usb_count,impossible_resolution_count,inactive_user_activity_count,identity_join_review_count,associated_user_count,risk_score,risk_reasons,critical_severity_points,high_severity_points,unresolved_critical_points,malware_ransomware_points,powershell_points,lateral_movement_points,credential_access_points,tampering_points,usb_points,impossible_resolution_points,inactive_user_points,identity_review_points,risk_band,full_name,department,employee_status
EMP12744,4,0,3,2,0,2,1,1,0,0,0,0,0,0,1,19,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,9,0,6,2,2,0,0,0,0,0,0,High,Wakeeta Dubey,R&D,On Leave
EMP12801,4,0,0,3,0,0,0,1,2,0,0,0,4,1,1,19,1 lateral-movement alert(s); 2 credential-access alert(s); 4 inactive-user event(s); 1 identity review concern(s),0,0,0,0,0,2,4,0,0,0,12,1,High,Ishwar Bose,Mkt,Inactive
EMP12999,4,0,1,2,0,0,0,1,1,0,0,0,4,0,1,19,1 lateral-movement alert(s); 1 credential-access alert(s); 4 inactive-user event(s),0,3,0,0,0,2,2,0,0,0,12,0,High,Girik Upadhyay,People Team,Inactive
EMP10202,3,1,1,3,1,1,1,0,1,0,0,0,0,1,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 1 identity review concern(s),5,3,3,3,2,0,2,0,0,0,0,1,High,Adweta Bera,Rnd,Active
EMP10286,3,0,3,1,0,2,1,0,0,0,0,0,0,2,1,19,2 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,9,0,6,2,0,0,0,0,0,0,2,High,Hamsini Bandi,Human Resources,Active
EMP10826,3,0,1,3,0,2,0,0,0,0,0,0,3,1,1,19,2 malware/ransomware alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,3,0,6,0,0,0,0,0,0,9,1,High,Nihal Garde,Information Technology,Disabled
EMP10827,3,1,0,3,1,2,0,1,0,0,0,0,0,3,1,19,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),5,0,3,6,0,2,0,0,0,0,0,3,High,Henry Raman,Ops Team,Active
EMP10927,3,0,1,2,0,1,1,0,0,0,1,0,3,1,1,19,1 malware/ransomware alert(s); 1 PowerShell alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,3,0,3,2,0,0,0,1,0,9,1,High,Ekta Batra,Operations Dept,Disabled
EMP10929,3,1,1,2,1,1,1,1,0,0,0,0,0,1,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 identity review concern(s),5,3,3,3,2,2,0,0,0,0,0,1,High,Aarini Bora,Mktg,On Leave
EMP11082,3,0,1,1,0,0,1,2,0,0,0,0,3,1,1,19,1 PowerShell alert(s); 2 lateral-movement alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,3,0,0,2,4,0,0,0,0,9,1,High,Om Jain,It Support,Disabled
EMP11128,3,0,1,0,0,1,0,1,1,0,0,0,3,0,1,19,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 3 inactive-user event(s),0,3,0,3,0,2,2,0,0,0,9,0,High,Pratyush Deshpande,Hr Dept,Disabled
EMP11192,3,0,1,0,0,0,1,1,1,0,0,0,3,1,1,19,1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,3,0,0,2,2,2,0,0,0,9,1,High,Vamakshi Divan,Information Tech,Inactive
EMP11254,3,1,1,3,1,2,0,0,0,0,1,0,0,1,1,19,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s); 1 identity review concern(s),5,3,3,6,0,0,0,0,1,0,0,1,High,Siddharth Chadha,Hr Dept,Active
EMP11571,3,1,1,1,0,3,0,0,0,0,0,0,0,2,1,19,1 critical alert(s); 3 malware/ransomware alert(s); 2 identity review concern(s),5,3,0,9,0,0,0,0,0,0,0,2,High,Vidhi Bansal,R&D,Active
EMP12061,3,2,1,1,0,1,0,0,1,0,1,0,0,0,1,19,2 critical alert(s); 1 malware/ransomware alert(s); 1 credential-access alert(s),10,3,0,3,0,0,2,0,1,0,0,0,High,Harish Sura,Information Tech,Active
EMP12098,3,0,1,3,0,1,0,1,1,0,0,0,3,0,1,19,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 3 inactive-user event(s),0,3,0,3,0,2,2,0,0,0,9,0,High,Caleb Pandit,Compliance,Disabled
EMP12340,3,0,2,2,0,0,1,0,0,0,2,0,3,0,1,19,1 PowerShell alert(s); 3 inactive-user event(s),0,6,0,0,2,0,0,0,2,0,9,0,High,Gautami Contractor,It Support,Disabled
EMP12428,3,1,2,3,1,0,0,0,0,0,3,0,0,2,1,19,1 critical alert(s); 1 unresolved critical alert(s); 2 identity review concern(s),5,6,3,0,0,0,0,0,3,0,0,2,High,Mekhala Devan,Finance,Active
EMP12601,3,0,1,2,0,1,1,0,1,0,0,0,3,0,1,19,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 3 inactive-user event(s),0,3,0,3,2,0,2,0,0,0,9,0,High,Dominic Bawa,Operations,Disabled
EMP12682,3,0,0,2,0,1,0,2,0,0,0,0,3,3,1,19,1 malware/ransomware alert(s); 2 lateral-movement alert(s); 3 inactive-user event(s); 3 identity review concern(s),0,0,0,3,0,4,0,0,0,0,9,3,High,Yuvraj Talwar,Ops,Inactive
EMP12732,3,1,1,1,0,2,0,0,0,0,1,1,0,3,1,19,1 critical alert(s); 2 malware/ransomware alert(s); 3 identity review concern(s),5,3,0,6,0,0,0,0,1,1,0,3,High,Zehaan Dar,Compliance,Active
EMP12737,3,0,1,2,0,1,0,2,0,0,0,0,3,0,1,19,1 malware/ransomware alert(s); 2 lateral-movement alert(s); 3 inactive-user event(s),0,3,0,3,0,4,0,0,0,0,9,0,High,Kashish Raman,Information Technology,Inactive
EMP12897,3,1,1,2,1,2,1,0,0,0,0,0,0,0,1,19,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s); 1 PowerShell alert(s),5,3,3,6,2,0,0,0,0,0,0,0,High,Sarthak Kohli,Ops Team,Active
EMP10509,2,1,0,2,1,1,0,1,0,0,0,0,2,0,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 inactive-user event(s),5,0,3,3,0,2,0,0,0,0,6,0,High,Ishanvi Dugar,Rnd,Inactive
EMP10815,2,1,0,2,1,1,0,0,0,0,1,1,2,0,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 2 inactive-user event(s),5,0,3,3,0,0,0,0,1,1,6,0,High,Samesh Padmanabhan,Ops Team,Disabled
EMP10946,2,1,0,2,1,1,1,0,0,0,0,0,2,0,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 inactive-user event(s),5,0,3,3,2,0,0,0,0,0,6,0,High,Ekbal Chandra,Accounts,Inactive
EMP11106,2,2,0,2,2,0,0,0,0,0,1,0,0,2,1,19,2 critical alert(s); 2 unresolved critical alert(s); 2 identity review concern(s),10,0,6,0,0,0,0,0,1,0,0,2,High,Veer Batra,Call Center,Active
EMP11288,2,1,0,1,1,1,0,1,0,0,0,0,2,0,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 inactive-user event(s),5,0,3,3,0,2,0,0,0,0,6,0,High,Urvashi Rege,Compliance,Inactive
EMP11590,2,1,0,2,1,0,0,1,1,0,0,0,2,1,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 2 inactive-user event(s); 1 identity review concern(s),5,0,3,0,0,2,2,0,0,0,6,1,High,Mahika Som,Operations,Disabled
EMP11669,2,2,0,2,2,0,0,0,1,0,1,0,0,0,1,19,2 critical alert(s); 2 unresolved critical alert(s); 1 credential-access alert(s),10,0,6,0,0,0,2,0,1,0,0,0,High,Hitesh Patil,It Support,Active
EMP12053,2,1,0,2,1,0,1,0,0,0,1,0,2,2,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 2 inactive-user event(s); 2 identity review concern(s),5,0,3,0,2,0,0,0,1,0,6,2,High,Joshua Setty,Human Resources,Inactive
EMP12180,2,0,2,2,0,2,0,0,0,0,0,1,2,0,1,19,2 malware/ransomware alert(s); 2 inactive-user event(s),0,6,0,6,0,0,0,0,0,1,6,0,High,Anika Gill,Mkt,Inactive
EMP12725,2,1,1,2,1,0,1,0,0,0,0,0,2,0,1,19,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 2 inactive-user event(s),5,3,3,0,2,0,0,0,0,0,6,0,High,Gunbir Viswanathan,Support,Inactive
EMP11683,9,0,1,6,0,2,1,2,1,0,1,0,0,0,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s); 2 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,6,2,4,2,0,1,0,0,0,High,Maanav Venkatesh,Mkt,Active
EMP12429,8,0,1,5,0,1,5,0,1,0,0,0,0,0,1,18,1 malware/ransomware alert(s); 5 PowerShell alert(s); 1 credential-access alert(s),0,3,0,3,10,0,2,0,0,0,0,0,High,Meera Bains,Mkt,Active
EMP10068,7,0,1,4,0,2,2,0,1,0,1,1,0,1,1,18,2 malware/ransomware alert(s); 2 PowerShell alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,6,4,0,2,0,1,1,0,1,High,Bahadurjit Ganesan,Sales,Active
EMP10953,7,0,2,7,0,2,1,0,1,0,2,0,0,0,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),0,6,0,6,2,0,2,0,2,0,0,0,High,Laban Sankar,Customer Care,Active
EMP12580,6,1,1,4,1,1,1,1,0,0,0,0,0,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),5,3,3,3,2,2,0,0,0,0,0,0,High,Lohit Muni,Business Sales,
EMP10292,5,0,1,2,0,5,0,0,0,0,0,0,0,0,1,18,5 malware/ransomware alert(s),0,3,0,15,0,0,0,0,0,0,0,0,High,Falguni Rajan,Hr,Active
EMP11148,5,0,1,3,0,2,1,0,1,0,0,0,0,5,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 5 identity review concern(s),0,3,0,6,2,0,2,0,0,0,0,5,High,Bhanumati Mukhopadhyay,Human Resource,Active
EMP11322,5,1,1,2,0,1,1,0,0,0,2,0,0,3,1,18,1 critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 3 identity review concern(s),5,3,0,3,2,0,0,0,2,0,0,3,High,Agastya Subramanian,It Dept,Active
EMP11687,5,0,3,4,0,0,2,1,1,0,1,0,0,0,1,18,2 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,9,0,0,4,2,2,0,1,0,0,0,High,Wridesh Karpe,Information Tech,Active
EMP12498,5,0,3,2,0,1,0,1,1,0,1,0,0,1,1,18,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,9,0,3,0,2,2,0,1,0,0,1,High,Lekha Kapoor,Innovation,Active
EMP12589,5,0,2,2,0,2,0,0,2,0,1,0,0,1,1,18,2 malware/ransomware alert(s); 2 credential-access alert(s); 1 identity review concern(s),0,6,0,6,0,0,4,0,1,0,0,1,High,Pratyush Pillay,Mktg,Active
EMP12835,5,0,1,4,0,2,1,0,1,0,1,0,0,4,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 4 identity review concern(s),0,3,0,6,2,0,2,0,1,0,0,4,High,Reva Pal,Sales Team,Active
EMP10001,4,0,1,2,0,3,0,0,1,0,0,0,0,4,1,18,3 malware/ransomware alert(s); 1 credential-access alert(s); 4 identity review concern(s),0,3,0,9,0,0,2,0,0,0,0,4,High,Anjali Sandal,People Team,Active
EMP10044,4,0,1,2,0,2,0,2,0,0,0,1,0,4,1,18,2 malware/ransomware alert(s); 2 lateral-movement alert(s); 4 identity review concern(s),0,3,0,6,0,4,0,0,0,1,0,4,High,,,
EMP10162,4,1,1,4,1,0,0,1,1,0,1,0,0,2,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 2 identity review concern(s),5,3,3,0,0,2,2,0,1,0,0,2,High,Jason Dayal,Information Technology,Active
EMP10397,4,0,2,3,0,2,1,0,1,0,0,0,0,2,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,6,0,6,2,0,2,0,0,0,0,2,High,Kala Jani,R&D,Active
EMP10743,4,0,3,2,0,2,1,0,0,0,1,0,0,0,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s),0,9,0,6,2,0,0,0,1,0,0,0,High,Yashodhara Dugar,It Support,Active
EMP10824,4,0,3,2,0,1,1,0,0,0,0,0,0,4,1,18,1 malware/ransomware alert(s); 1 PowerShell alert(s); 4 identity review concern(s),0,9,0,3,2,0,0,0,0,0,0,4,High,Atharv Keer,Support,Active
EMP11173,4,1,0,3,1,2,0,1,0,0,1,0,0,1,1,18,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 identity review concern(s),5,0,3,6,0,2,0,0,1,0,0,1,High,Adya Mutti,Legal,Active
EMP11466,4,0,1,1,0,3,1,0,0,0,0,0,0,4,1,18,3 malware/ransomware alert(s); 1 PowerShell alert(s); 4 identity review concern(s),0,3,0,9,2,0,0,0,0,0,0,4,High,Eta Bajwa,Human Resources,Active
EMP11505,4,0,2,2,0,3,0,0,1,0,0,1,0,0,1,18,3 malware/ransomware alert(s); 1 credential-access alert(s),0,6,0,9,0,0,2,0,0,1,0,0,High,Caleb Khurana,Hr Dept,Active
EMP11518,4,2,0,0,0,2,0,1,0,0,0,0,0,0,1,18,2 critical alert(s); 2 malware/ransomware alert(s); 1 lateral-movement alert(s),10,0,0,6,0,2,0,0,0,0,0,0,High,Vyanjana Chopra,Mkt,Active
EMP11642,4,1,0,2,1,3,0,0,0,0,0,0,0,1,1,18,1 critical alert(s); 1 unresolved critical alert(s); 3 malware/ransomware alert(s); 1 identity review concern(s),5,0,3,9,0,0,0,0,0,0,0,1,High,Samesh Tandon,People Team,Active
EMP11830,4,0,2,3,0,2,1,0,0,0,0,0,0,4,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s); 4 identity review concern(s),0,6,0,6,2,0,0,0,0,0,0,4,High,,,
EMP11876,4,1,1,4,1,0,1,1,1,0,0,1,0,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),5,3,3,0,2,2,2,0,0,1,0,0,High,Yochana Sinha,Hr Dept,Active
EMP12234,4,2,0,2,1,0,1,0,1,0,1,0,0,0,1,18,2 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),10,0,3,0,2,0,2,0,1,0,0,0,High,Tristan Ravi,Ops Team,
EMP12263,4,0,3,2,0,1,0,1,1,0,1,0,0,1,1,18,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,9,0,3,0,2,2,0,1,0,0,1,High,Vamakshi Raval,Finance,Active
EMP12487,4,1,2,4,1,1,0,0,0,0,1,0,0,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s),5,6,3,3,0,0,0,0,1,0,0,0,High,Keya Khanna,Legal,Active
EMP12497,4,0,0,3,0,0,1,0,0,0,1,0,4,3,1,18,1 PowerShell alert(s); 4 inactive-user event(s); 3 identity review concern(s),0,0,0,0,2,0,0,0,1,0,12,3,High,Ethan Dave,Ops Team,Inactive
EMP12583,4,0,3,4,0,2,0,1,0,0,0,0,0,1,1,18,2 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 identity review concern(s),0,9,0,6,0,2,0,0,0,0,0,1,High,Pallavi Dhingra,It,Active
EMP10357,3,1,1,2,1,2,0,0,0,0,0,0,0,1,1,18,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s); 1 identity review concern(s),5,3,3,6,0,0,0,0,0,0,0,1,High,Bahadurjit Hegde,It Dept,
EMP10516,3,0,0,3,0,2,1,0,0,0,0,0,3,1,1,18,2 malware/ransomware alert(s); 1 PowerShell alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,0,0,6,2,0,0,0,0,0,9,1,High,Wakeeta Rattan,R&D,Inactive
EMP10627,3,1,1,1,0,1,2,0,0,0,0,0,0,3,1,18,1 critical alert(s); 1 malware/ransomware alert(s); 2 PowerShell alert(s); 3 identity review concern(s),5,3,0,3,4,0,0,0,0,0,0,3,High,Tara Devan,Operations,Active
EMP10630,3,0,0,2,0,1,0,2,0,0,0,0,3,2,1,18,1 malware/ransomware alert(s); 2 lateral-movement alert(s); 3 inactive-user event(s); 2 identity review concern(s),0,0,0,3,0,4,0,0,0,0,9,2,High,Banjeet Vyas,Mktg,Inactive
EMP10668,3,0,1,2,0,2,0,0,0,0,0,0,3,0,1,18,2 malware/ransomware alert(s); 3 inactive-user event(s),0,3,0,6,0,0,0,0,0,0,9,0,High,Oliver Suresh,Operations Dept,Disabled
EMP10763,3,0,0,0,0,1,0,0,2,0,0,0,3,2,1,18,1 malware/ransomware alert(s); 2 credential-access alert(s); 3 inactive-user event(s); 2 identity review concern(s),0,0,0,3,0,0,4,0,0,0,9,2,High,Nitesh Sekhon,Purch,Inactive
EMP10920,3,1,0,2,1,2,0,0,0,0,1,0,0,3,1,18,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s); 3 identity review concern(s),5,0,3,6,0,0,0,0,1,0,0,3,High,Lakshit Divan,Legal,Active
EMP10950,3,2,0,2,1,0,1,1,0,0,1,0,0,0,1,18,2 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),10,0,3,0,2,2,0,0,1,0,0,0,High,Girik Pai,Operations,
EMP10970,3,0,1,3,0,1,0,0,1,0,0,0,3,1,1,18,1 malware/ransomware alert(s); 1 credential-access alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,3,0,3,0,0,2,0,0,0,9,1,High,Geetika Palla,Human Resources,Disabled
EMP11164,3,1,0,2,1,1,1,0,1,0,0,0,0,3,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 3 identity review concern(s),5,0,3,3,2,0,2,0,0,0,0,3,High,Laksh Swamy,People Team,Active
EMP11347,3,1,1,1,0,1,0,2,0,0,0,0,0,3,1,18,1 critical alert(s); 1 malware/ransomware alert(s); 2 lateral-movement alert(s); 3 identity review concern(s),5,3,0,3,0,4,0,0,0,0,0,3,High,Shravya Chopra,Legal,Active
EMP11389,3,0,0,3,0,2,0,0,1,0,0,0,3,1,1,18,2 malware/ransomware alert(s); 1 credential-access alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,0,0,6,0,0,2,0,0,0,9,1,High,Aadhya Uppal,Legal Dept,Inactive
EMP11447,3,1,1,2,1,0,0,3,0,0,0,1,0,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 3 lateral-movement alert(s),5,3,3,0,0,6,0,0,0,1,0,0,High,Ranbir Shanker,Sales Team,Active
EMP11459,3,0,1,2,0,1,0,0,1,0,1,0,3,0,1,18,1 malware/ransomware alert(s); 1 credential-access alert(s); 3 inactive-user event(s),0,3,0,3,0,0,2,0,1,0,9,0,High,Yagnesh Solanki,Legal,Inactive
EMP11492,3,0,0,1,0,3,0,0,0,0,0,0,3,0,1,18,3 malware/ransomware alert(s); 3 inactive-user event(s),0,0,0,9,0,0,0,0,0,0,9,0,High,Vasudha Sridhar,R&D,Inactive
EMP11548,3,0,1,3,0,1,0,0,1,0,1,0,3,0,1,18,1 malware/ransomware alert(s); 1 credential-access alert(s); 3 inactive-user event(s),0,3,0,3,0,0,2,0,1,0,9,0,High,Suhani Kapur,Legal,Inactive
EMP11733,3,1,1,2,0,1,0,1,1,0,0,0,0,3,1,18,1 critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 3 identity review concern(s),5,3,0,3,0,2,2,0,0,0,0,3,High,Vivaan Sagar,Marketing,Active
EMP12001,3,0,3,2,0,2,0,0,0,0,0,0,0,3,1,18,2 malware/ransomware alert(s); 3 identity review concern(s),0,9,0,6,0,0,0,0,0,0,0,3,High,,,
EMP12101,3,1,1,3,1,1,0,1,1,0,0,0,0,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),5,3,3,3,0,2,2,0,0,0,0,0,High,Agastya Sule,Legal Dept,Active
EMP12109,3,1,1,1,1,1,2,0,0,0,0,0,0,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 2 PowerShell alert(s),5,3,3,3,4,0,0,0,0,0,0,0,High,Nitesh Deol,Ops,Active
EMP12364,3,0,1,3,0,0,0,0,2,0,1,0,3,1,1,18,2 credential-access alert(s); 3 inactive-user event(s); 1 identity review concern(s),0,3,0,0,0,0,4,0,1,0,9,1,High,Ria Yadav,Sales Team,Disabled
EMP12631,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 identity review concern(s),5,3,3,3,2,0,0,0,1,0,0,1,High,Shivani Madan,Sales Team,Active
EMP12872,3,1,2,0,0,1,0,1,0,0,1,0,0,1,1,18,1 critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 identity review concern(s),5,6,0,3,0,2,0,0,1,0,0,1,High,Divya Chakrabarti,Rd,Active
EMP12985,3,1,1,2,1,2,0,0,0,0,1,0,0,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s),5,3,3,6,0,0,0,0,1,0,0,0,High,Champak Batra,It,Active
EMP10047,2,1,0,2,1,1,0,0,0,0,1,0,2,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 2 inactive-user event(s),5,0,3,3,0,0,0,0,1,0,6,0,High,Neel Acharya,Sales Dept,Inactive
EMP10207,2,0,2,2,0,1,0,0,1,0,0,0,2,1,1,18,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 inactive-user event(s); 1 identity review concern(s),0,6,0,3,0,0,2,0,0,0,6,1,High,Tanveer Dutt,Purchase,Disabled
EMP10653,2,0,2,1,0,1,0,1,0,0,0,1,2,0,1,18,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 inactive-user event(s),0,6,0,3,0,2,0,0,0,1,6,0,High,Qasim Gole,Human Resource,Inactive
EMP10987,2,1,0,2,1,0,1,0,1,0,0,0,2,0,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 2 inactive-user event(s),5,0,3,0,2,0,2,0,0,0,6,0,High,Irya Raval,Finance Dept,Inactive
EMP11326,2,1,1,2,1,1,0,1,0,0,0,0,0,2,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),5,3,3,3,0,2,0,0,0,0,0,2,High,Aarini Rajan,Operations,Active
EMP12425,2,1,1,2,1,1,0,0,1,0,0,0,0,2,1,18,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),5,3,3,3,0,0,2,0,0,0,0,2,High,,,
EMP12316,6,1,2,5,0,0,0,2,1,0,0,0,0,0,1,17,1 critical alert(s); 2 lateral-movement alert(s); 1 credential-access alert(s),5,6,0,0,0,4,2,0,0,0,0,0,High,Libni Boase,Ops,Active
EMP10058,5,0,3,4,0,1,0,0,0,0,3,0,0,2,1,17,1 malware/ransomware alert(s); 2 identity review concern(s),0,9,0,3,0,0,0,0,3,0,0,2,High,Ishanvi Chakraborty,Ops Team,Active
EMP10264,5,0,3,3,0,2,0,0,0,0,2,0,0,0,1,17,2 malware/ransomware alert(s),0,9,0,6,0,0,0,0,2,0,0,0,High,Laban Mangat,Sales Team,Active
EMP10279,5,0,1,3,0,3,0,1,1,0,0,0,0,1,1,17,3 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,9,0,2,2,0,0,0,0,1,High,Rayaan Kari,Operations,On Leave
EMP10892,5,0,2,3,0,2,0,0,2,0,1,0,0,0,1,17,2 malware/ransomware alert(s); 2 credential-access alert(s),0,6,0,6,0,0,4,0,1,0,0,0,High,Vasana Behl,Hr,Active
EMP11649,5,1,0,2,0,0,0,2,1,0,2,0,0,4,1,17,1 critical alert(s); 2 lateral-movement alert(s); 1 credential-access alert(s); 4 identity review concern(s),5,0,0,0,0,4,2,0,2,0,0,4,High,Ekbal Dhar,Accounts,Active
EMP11660,5,0,2,5,0,0,0,3,0,0,0,0,0,5,1,17,3 lateral-movement alert(s); 5 identity review concern(s),0,6,0,0,0,6,0,0,0,0,0,5,High,Naksh Ramachandran,Innovation,Active
EMP12051,5,1,0,4,1,1,1,1,1,0,0,0,0,0,1,17,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),5,0,3,3,2,2,2,0,0,0,0,0,High,Warda Dey,R&D,Active
EMP12273,5,0,1,3,0,4,0,1,0,0,0,0,0,0,1,17,4 malware/ransomware alert(s); 1 lateral-movement alert(s),0,3,0,12,0,2,0,0,0,0,0,0,High,Ekaraj Kumar,Finance Dept,Active
EMP12336,5,1,0,2,1,1,2,0,0,0,2,0,0,0,1,17,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 2 PowerShell alert(s),5,0,3,3,4,0,0,0,2,0,0,0,High,Yatin Patla,Ops Team,Active
EMP12450,5,0,1,4,0,1,0,1,1,0,2,0,0,5,1,17,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 5 identity review concern(s),0,3,0,3,0,2,2,0,2,0,0,5,High,Hiral Bansal,Rd,Active
EMP12693,5,0,2,3,0,1,0,2,0,0,1,0,0,3,1,17,1 malware/ransomware alert(s); 2 lateral-movement alert(s); 3 identity review concern(s),0,6,0,3,0,4,0,0,1,0,0,3,High,Shaurya Gade,Legal,Active
EMP12699,5,0,1,4,0,4,1,0,0,0,0,0,0,0,1,17,4 malware/ransomware alert(s); 1 PowerShell alert(s),0,3,0,12,2,0,0,0,0,0,0,0,High,Edhitha Balasubramanian,Finance Dept,Active
EMP12724,5,0,2,3,0,0,2,0,0,0,2,0,0,5,1,17,2 PowerShell alert(s); 5 identity review concern(s),0,6,0,0,4,0,0,0,2,0,0,5,High,,,
EMP12979,5,0,0,4,0,3,0,0,1,0,1,0,0,5,1,17,3 malware/ransomware alert(s); 1 credential-access alert(s); 5 identity review concern(s),0,0,0,9,0,0,2,0,1,0,0,5,High,Megha Sant,Sales Dept,Active
